ул. Аустрина, д. 150, Пенза
ул. Кижеватова, д. 33А, Пенза
ул. Кирова, д. 18, к. Б, Пенза
пр-кт. Строителей, д. 19, Пенза
пр-кт. Победы, д. 87, Пенза
ул. Кижеватова, д. 29А, Пенза
ул. Бугровка М., д. 15, Пенза
ул. Ватутина, д. 2а, Пенза
ул. Ватутина, д. 2 А, Пенза
ул. Минская, д. 10, Пенза
ул. Ленина, д. 26, Пенза
ул. Суворова, д. 158, Пенза
ул. Военный городок, д. 10, Пенза
ул. Военный городок, д. 11, Пенза
ул. Военный городок, д. 13, Пенза
ул. Военный городок, д. 109, Пенза
ул. Военный городок, д. 112, Пенза
ул. Военный городок, д. 113, Пенза
ул. Военный городок, д. 137, Пенза
ул. Военный городок, д. 146, Пенза
ул. Военный городок, д. 156, Пенза
ул. Военный городок, д. 164, Пенза
ул. Военный городок, д. 188, Пенза
ул. Военный городок, д. 192, Пенза
ул. Военный городок, д. 201, Пенза
ул. Военный городок, д. 203, Пенза
ул. Военный городок, д. 205, Пенза
ул. Мира, д. 68, Пенза
ул. Володарского, д. 17, Пенза
ул. Мира, д. 19, Пенза
ул. Мира, д. 47, стр. А, Пенза
ул. Мира, д. 66, Пенза
ул. Мира, д. 51, Пенза
ул. Мира, д. 70а, Пенза
ул. Ворошилова, д. 12а, Пенза
ул. Молодежная, д. 1, Пенза
ул. Молодежная, д. 3, Пенза
ул. Молодежная, д. 5, Пенза
ул. Молодежная, д. 6, Пенза
ул. Молодежная, д. 9, Пенза
ул. Молодежная, д. 10, Пенза
ул. Молодежная, д. 11, Пенза
ул. Молодежная, д. 12, Пенза
ул. Молодежная, д. 13, Пенза
ул. Молодежная, д. 15, Пенза
ул. Молодежная, д. 16, Пенза
ул. Молодежная, д. 17, Пенза
ул. Молодежная, д. 18, Пенза
ул. Молодежная, д. 19, Пенза
ул. Молодежная, д. 21, Пенза
ул. Молодежная, д. 41, Пенза
ул. Молодежная, д. 12а, Пенза
ул. Молодежная, д. 16а, Пенза
п. Нефтяник, д. 1, Пенза
п. Нефтяник, д. 2, Пенза
п. Нефтяник, д. 3, Пенза
п. Нефтяник, д. 4, Пенза
п. Нефтяник, д. 5, Пенза
ул. 65-летия Победы, д. 5, Пенза
п. Нефтяник, д. 6, Пенза
п. Нефтяник, д. 7, Пенза
п. Нефтяник, д. 8, Пенза
п. Нефтяник, д. 9, Пенза
п. Нефтяник, д. 11, Пенза
п. Нефтяник, д. 12, Пенза
п. Нефтяник, д. 1а, Пенза
ул. Юбилейная, д. 19, Пенза
ул. Юбилейная, д. 22, Пенза
ул. Юбилейная, д. 1, Пенза
ул. Юбилейная, д. 11, Пенза
ул. Юбилейная, д. 6, Пенза
ул. Юбилейная, д. 5, Пенза
ул. Юбилейная, д. 4, Пенза
ул. Юбилейная, д. 3, Пенза
ул. Юбилейная, д. 9, Пенза
ул. Юбилейная, д. 2, Пенза
ул. Юбилейная, д. 7, Пенза
ул. Садовая, д. 37, Пенза
ул. Садовая, д. 36, Пенза
ул. Садовая, д. 35, Пенза
ул. Садовая, д. 34, Пенза
ул. Садовая, д. 33, Пенза
ул. Садовая, д. 32, Пенза
ул. Садовая, д. 30, Пенза
ул. Садовая, д. 28, Пенза
ул. Садовая, д. 31, Пенза
ул. Садовая, д. 2, Пенза
ул. Садовая, д. 4, Пенза
ул. Садовая, д. 5, Пенза
ул. Садовая, д. 6, Пенза
ул. Садовая, д. 8, Пенза
ул. Садовая, д. 9, Пенза
ул. Садовая, д. 10, Пенза
ул. Садовая, д. 11, Пенза
ул. Садовая, д. 13, Пенза
ул. Садовая, д. 14, Пенза
ул. Садовая, д. 15, Пенза
ул. Садовая, д. 16, Пенза
ул. Садовая, д. 17, Пенза
ул. Садовая, д. 18, Пенза
ул. Садовая, д. 19, Пенза
ул. Садовая, д. 20, Пенза
ул. Садовая, д. 21, Пенза
ул. Садовая, д. 22, Пенза
ул. Садовая, д. 24, Пенза
ул. Садовая, д. 25, Пенза
ул. Садовая, д. 26, Пенза
ул. Ворошилова, д. 26, Пенза
ул. Коммунистическая, д. 23, Пенза
ул. Московская, д. 4 Б, Пенза
ул. Ворошилова, д. 24, Пенза
ул. Суворова, д. 178, Пенза
ул. Ворошилова, д. 12, Пенза
ул. Суворова, д. 160, Пенза
ул. Ворошилова, д. 22, Пенза
ул. Коммунистическая, д. 17, Пенза
ул. Коммунистическая, д. 19, Пенза
ул. Володарского, д. 9 А, Пенза
пр-кт. Победы, д. 134, Пенза
ул. Ладожская, д. 141, Пенза
ул. Московская, д. 3, Пенза
пр-кт. Победы, д. 150, Пенза
ул. Пролетарская, д. 26, Пенза
проезд. Рахманинова 1-й, д. 4, Пенза
ул. Пролетарская, д. 10, к. 5 и 6 подъезды, Пенза
ул. Московская, д. 24, Пенза
пр-кт. Строителей, д. 4, Пенза
ул. Володарского, д. 15, Пенза
ул. Коммунистическая, д. 15, Пенза
ул. Онежская, д. 21, 129, Пенза
ул. Пацаева, д. 11, Пенза
ул. Пацаева, д. 13, Пенза
ул. Лядова, д. 40, Пенза
ул. Сумская, д. 3, Пенза
пр-кт. Победы, д. 26, Пенза
ул. Суворова, д. 157, Пенза
ул. Беляева, д. 39, Пенза
ул. Тепличная, д. 37, Пенза
ул. Суворова, д. 71, Пенза
ул. Фабричная, д. 8, Пенза
ул. Володарского, д. 84а, Пенза
ул. Онежская, д. 15, к. отсуствует, стр. отсуствоет, Пенза
пр-кт. Строителей, д. 20, Пенза
ул. Мира, д. 40, Пенза
проезд. Виноградный 5-й, д. 1, Пенза
пр-кт. Строителей, д. 2а, Пенза
ул. Рахманинова, д. 3а, Пенза
пр-кт. Строителей, д. 67а, Пенза
ул. Шмидта, д. 19а, Пенза
пр-кт. Строителей, д. 73, Пенза
ул. Красная, д. 64а, Пенза
ул. Коммунистическая, д. 26, Пенза
ул. Центральная, д. 12, Пенза
ул. Суворова, д. 143, Пенза
ул. Московская, д. 4б, Пенза
ул. Бакунина, д. 133, Пенза
ул. Терновского, д. 209, Пенза
ул. Володарского, д. 38в, Пенза
ул. Куйбышева, д. 10а, Пенза
ул. Совхоз-техникум, д. 3, Пенза
ул. Вадинская, д. 7а, Пенза
ул. Мира, д. 23, Пенза
ул. Окружная, д. 119а, Пенза
ул. Красная, д. 49, Пенза
ул. Богданова, д. 2а, Пенза
ул. Гоголя, д. 26, Пенза
ул. Суворова, д. 169а, Пенза
ул. Куйбышева, д. 11а, Пенза
ул. Коммунистическая, д. 41, к. Б, Пенза
ул. Воронова, д. 8, Пенза
ул. Тамбовская, д. 11, Пенза
ул. Ворошилова, д. 19, Пенза
ул. Антонова, д. 24, Пенза
ул. Вяземского, д. 23, Пенза
ул. Калинина, д. 111А, Пенза
ул. Крупской, д. 19, Пенза
ул. Терновского, д. 201, Пенза
ул. Бугровка М., д. 20, Пенза
ул. Лядова, д. 42, Пенза
ул. Лядова, д. 34, Пенза
ул. Лядова, д. 44, Пенза
пр-кт. Строителей, д. 71, Пенза
пр-кт. Строителей, д. 68а, Пенза
пр-кт. Строителей, д. 23, Пенза
проезд. Виноградный 5-й, д. 22, к. А1, Пенза
проезд. Виноградный 5-й, д. 22, к. А2, Пенза
ул. Московская, д. 90, Пенза
ул. Толстого, д. 5/1, Пенза
ул. Силикатная, д. 18, Пенза
ул. Силикатная, д. 20, Пенза
ул. Бугровка М., д. 1, Пенза
ул. Чапаева, д. 71, Пенза
ул. Мира, д. 29, Пенза
ул. Волгоградская, д. 2, Пенза
ул. Красная, д. 33/51, к. Б, Пенза
проезд. Лобачевского 2-й, д. 7, Пенза
проезд. Можайского 3-й, д. 14, Пенза
ул. Циолковского, д. 10/29, Пенза
ул. Циолковского, д. 17, Пенза
ул. Циолковского, д. 19, Пенза
ул. Циолковского, д. 22, Пенза
ул. Циолковского, д. 27, Пенза
ул. Циолковского, д. 31, Пенза
ул. Циолковского, д. 33, Пенза
ул. Циолковского, д. 35, Пенза
ул. Циолковского, д. 37, Пенза
ул. Циолковского, д. 4, Пенза
ул. Циолковского, д. 43, Пенза
ул. Циолковского, д. 4А, Пенза
ул. Циолковского, д. 6, Пенза
ул. Циолковского, д. 6А, Пенза
ул. Циолковского, д. 6Б, Пенза
ул. Циолковского, д. 7/27, Пенза
ул. Циолковского, д. 9, Пенза
ул. Щербакова, д. 7, Пенза
ул. Щербакова, д. 2, Пенза
ул. Шмидта, д. 17А, Пенза
ул. Шмидта, д. 19, Пенза
ул. Шмидта, д. 20, Пенза
ул. Шмидта, д. 21, Пенза
ул. Шмидта, д. 22, Пенза
ул. Шмидта, д. 23, Пенза
пр-кт. Строителей, д. 24, Пенза
пр-кт. Победы, д. 146, Пенза
ул. Ладожская, д. 39, Пенза
ул. Ладожская, д. 129, Пенза
ул. Антонова, д. 49, Пенза
ул. Фабричная, д. 5, Пенза
ул. Фабричная, д. 3, Пенза
пр-кт. Строителей, д. 156а, Пенза
ул. Долгорукова, д. 100, Пенза
ул. Долгорукова, д. 98, Пенза
ул. Долгорукова, д. 96, Пенза
ул. Долгорукова, д. 94, Пенза
ул. Клары Цеткин, д. 48, Пенза
ул. Колхозная, д. 112, Пенза
ул. Лядова, д. 54, Пенза
ул. Ладожская, д. 129-а, Пенза
пр-кт. Строителей, д. 55, Пенза
ул. Ивановская, д. 71, Пенза
ул. Ленинградская, д. 5А, Пенза
пр-кт. Строителей, д. 27 А, Пенза
ул. Ленинградская, д. 6, Пенза
ул. Куйбышева, д. 9а, Пенза
ул. Ладожская, д. 51А, Пенза
ул. Попова, д. 4А, Пенза
ул. Красная, д. 49А, Пенза
ул. Красная, д. 51А, Пенза
ул. Антонова, д. 16, Пенза
ул. Краснова, д. 38, Пенза
ул. Кижеватова, д. 19Б, Пенза
ул. Ворошилова, д. № 20, Пенза
ул. Чкалова, д. 49, Пенза
пр-кт. Победы, д. 115, Пенза
ул. Кижеватова, д. 28, Пенза
ул. Мира, д. 12, Пенза
ул. Калинина, д. 9, Пенза
ул. Терновского, д. 199, Пенза
ул. Мира, д. 34, Пенза
ул. Одесская, д. 2Б, Пенза
ул. Чкалова, д. 19/22, Пенза
ул. Карпинского, д. 10, Пенза
ул. Карпинского, д. 28, Пенза
ул. Карпинского, д. 42, Пенза
ул. Суворова, д. 192, Пенза
ул. Индустриальная, д. 36/2, Пенза
ул. Привокзальная, д. 8, Пенза
ул. Карпинского, д. 44, Пенза
ул. Глазунова, д. 2/1, Пенза
тер. Совхоз Победа участок 2, д. 63А, Пенза
ул. Сумская, д. 6/8, Пенза
ул. Герцена, д. 17/8, Пенза
ул. Каракозова, д. 67, Пенза
ул. Московская, д. 100, Пенза
ул. Красная, д. 24, Пенза
ул. Привокзальная, д. 8 А, Пенза
ул. Расковой, д. 10, Пенза
ул. Расковой, д. 6, Пенза
ул. Расковой, д. 8, Пенза
ул. Светлополянская, д. 66, Пенза
проезд. Складской 1-й, д. 4, Пенза
пер. Складской, д. 2, Пенза
пер. Складской, д. 4, Пенза
пер. Складской, д. 8, Пенза
пер. Складской, д. 10, Пенза
ул. Толстого, д. 34, Пенза
ул. Толстого, д. 38, Пенза
ул. Ухтомского, д. 1, Пенза
ул. Ухтомского, д. 3, Пенза
ул. Ухтомского, д. 3 А, Пенза
ул. Ухтомского, д. 3 Б, Пенза
ул. Ухтомского, д. 5, Пенза
ул. Ухтомского, д. 55, Пенза
ул. Ухтомского, д. 57, Пенза
ул. Чаадаева, д. 10А, Пенза
ул. Чаадаева, д. 10 Б, Пенза
ул. Чаадаева, д. 12 А, Пенза
ул. Чаадаева, д. 2, Пенза
ул. Чаадаева, д. 2 А, Пенза
ул. Чаадаева, д. 34 А, Пенза
ул. Чаадаева, д. 35 А, Пенза
ул. Чаадаева, д. 39 А, Пенза
ул. Чаадаева, д. 41 А, Пенза
ул. Чаадаева, д. 4А, Пенза
ул. Чаадаева, д. 51 А, Пенза
ул. Чаадаева, д. 51 Б, Пенза
ул. Чаадаева, д. 51 В, Пенза
ул. Чаадаева, д. 51 Г, Пенза
ул. Чаадаева, д. 53 А, Пенза
ул. Чаадаева, д. 6 А, Пенза
ул. Чаадаева, д. 8 А, Пенза
проезд. Чаадаева 3-й, д. 10, Пенза
проезд. Чаадаева 3-й, д. 12, Пенза
проезд. Чаадаева 3-й, д. 4, Пенза
проезд. Чаадаева 3-й, д. 5, Пенза
ул. Чапаева, д. 85, Пенза
ул. Чапаева, д. 87, Пенза
ул. Чапаева, д. 95, Пенза
ул. Чапаева, д. 91, Пенза
ул. Чапаева, д. 121, Пенза
ул. Чапаева, д. 123, Пенза
ул. Чапаева, д. 93, Пенза
проезд. Чаадаева 3-й, д. 6, Пенза
проезд. Чаадаева 3-й, д. 7, Пенза
проезд. Чаадаева 3-й, д. 8, Пенза
ул. Военный городок, д. 7, Пенза
ул. Зеленодольская, д. 66, Пенза
ул. Зеленодольская, д. 65, Пенза
ул. Калинина, д. 89, Пенза
ул. Измайлова, д. 64, Пенза
ул. Измайлова, д. 66, Пенза
ул. Коннозаводская, д. 25/1, Пенза
ул. Ухтомского, д. 1А, Пенза
тер. Совхоз-техникум, д. 28, Пенза
ул. 9 Января, д. 9/15, Пенза
ул. Беляева, д. 29/12, Пенза
ул. Воровского, д. 24/8, Пенза
ул. Воровского, д. 9/7, Пенза
ул. Воровского, д. 10/9, Пенза
ул. Ленина, д. 20, Пенза
проезд. Фестивальный 1-й, д. 5, Пенза
проезд. Фестивальный 1-й, д. 7, Пенза
проезд. Фестивальный 1-й, д. 9, Пенза
проезд. Фестивальный 1-й, д. 4 кв.4, Пенза
проезд. Фестивальный 2-й, д. 6, Пенза
проезд. Фестивальный 2-й, д. 7, Пенза
проезд. Фестивальный 2-й, д. 8, Пенза
проезд. Фестивальный 2-й, д. 9, Пенза
проезд. Фестивальный 3-й, д. 1, Пенза
ул. Антонова, д. 26, Пенза
пр-кт. Победы, д. 81, Пенза
ул. Ангарская, д. 31, Пенза
ул. Бакунина, д. 135, Пенза
ул. Военный городок, д. 8, Пенза
ул. Военный городок, д. 112а, Пенза
ул. Антонова, д. 70, Пенза
ул. Антонова, д. 74, Пенза
ул. Антонова, д. 76, Пенза
ул. Лядова, д. 50а, Пенза
ул. Лядова, д. 56, Пенза
ул. Ладожская, д. 107, Пенза
ул. Ладожская, д. 128, Пенза
ул. Ладожская, д. 142, Пенза
ул. Ладожская, д. 144, Пенза
ул. Ладожская, д. 146, Пенза
проезд. Онежский 1-й, д. 10, Пенза
ул. Онежская, д. 21а, Пенза
пр-кт. Строителей, д. 172, Пенза
пр-кт. Строителей, д. 174, Пенза
ул. Ладожская, д. 126, Пенза
д. 7, Пенза
д. 13, Пенза
д. 15, Пенза
д. 5, Пенза
ул. Мира, д. 15, стр. А, Пенза
ул. Ладожская, д. 9а, Пенза
ул. Ульяновская, д. 42, Пенза
ул. Ульяновская, д. 8, Пенза
ул. Куйбышева, д. 21/48, Пенза
ул. Мира, д. 65, Пенза
ул. Ботаническая, д. 13, Пенза
ул. Ботаническая, д. 15, Пенза
ул. Ботаническая, д. 17, Пенза
ул. Ботаническая, д. 38, Пенза
ул. Павлушкина, д. 21, Пенза
ул. Кижеватова, д. 24, Пенза
ул. Дзержинского, д. 29/42, Пенза
проезд. Можайского 3-й, д. 16, Пенза
ул. Карпинского, д. 35а, Пенза
пр-кт. Строителей, д. 22, Пенза
ул. Аустрина, д. 123а, Пенза
ул. Фабричная, д. 2, Пенза
ул. Фабричная, д. 7, Пенза
ул. Заречная, д. 1 а, Пенза
ул. Фабричная, д. 14, Пенза
ул. Славы, д. 4, Пенза
ул. Бакунина, д. 27, Пенза
ул. Красная, д. 29а, Пенза
ул. Светлая, д. 2/95, Пенза
ул. Бакунина, д. 150, Пенза
ул. Кордон Студеный, д. 1Г, Пенза
ул. Кордон Студеный, д. 1В, Пенза
ул. Фабричная, д. 4, Пенза
ул. Фабричная, д. 6, Пенза
ул. Фабричная, д. 9, Пенза
ул. Молодогвардейская, д. 12а, Пенза
ул. Ульяновская, д. 21, Пенза
пр-кт. Строителей, д. 11, Пенза
ул. Калинина, д. 154а, Пенза
ул. Набережная реки Пензы, д. 3а, Пенза
ул. Фабричная, д. 11, Пенза
ул. Мира, д. 36, Пенза
ул. Кулакова, д. 10, Пенза
ул. Плеханова, д. 6, Пенза
ул. Калинина, д. 119 Б, Пенза
ул. Свердлова, д. 9, Пенза
ул. Чкалова, д. 13, Пенза
ул. Карла Маркса, д. 28б, Пенза
ул. Ставского, д. 7, Пенза
тер. свх Победа, д. 1, Пенза
тер. свх Победа, д. 2, Пенза
тер. свх Победа, д. 19, Пенза
ул. Свердлова, д. 4013, Пенза
ул. Чапаева, д. 97, Пенза
ул. Чапаева, д. 99, Пенза
ул. Чапаева, д. 101, Пенза
ул. Чапаева, д. 103, Пенза
ул. Чапаева, д. 105, Пенза
ул. Чапаева, д. 107, Пенза
ул. Чапаева, д. 109, Пенза
ул. Чапаева, д. 111, Пенза
ул. Чапаева, д. 113, Пенза
ул. Чапаева, д. 115, Пенза
ул. Чапаева, д. 117, Пенза
ул. Чапаева, д. 119, Пенза
ул. Суворова, д. 161, Пенза
ул. Докучаева, д. 1, Пенза
ул. Дзержинского, д. 15а, Пенза
ул. Володарского, д. 89, Пенза
ул. Рахманинова, д. 7, к. 3, Пенза
ул. Измайлова, д. 76, Пенза
ул. Чапаева, д. 81, Пенза
ул. 65-летия Победы, д. 15, Пенза
ул. Антонова, д. 14, Пенза
пр-кт. Строителей, д. 70, Пенза
ул. Ворошилова, д. 2, Пенза
ул. 65-летия Победы, д. 7, Пенза
ул. Калинина, д. 109, Пенза
ул. Тепличная, д. 41, Пенза
ул. Сумская, д. 9, Пенза
ул. Кижеватова, д. 37, к. 5 и 6 подъезд, Пенза
пр-кт. Победы, д. 11, Пенза
ул. Чкалова, д. 42, Пенза
ул. Циолковского, д. 7, Пенза
ул. Сердобская, д. 2, лит. в, Пенза
ул. Загородная, д. 5, Пенза
ул. Терешковой, д. 26, Пенза
ул. Военный городок, д. 110, Пенза
ул. Ботаническая, д. 24, Пенза
ул. Богданова, д. 12Б, Пенза
пр-кт. Победы, д. 75, лит. д, Пенза
ул. Бородина, д. 29, Пенза
ул. Максима Горького, д. 54, Пенза
ул. Российская, д. 29, Пенза
ул. Колхозная, д. 118, Пенза
ул. Колхозная, д. 120, Пенза
ул. Чапаева, д. 75, Пенза
ул. Чапаева, д. 73, Пенза
ул. Замойского, д. 4, Пенза
ул. Ладожская, д. 112, Пенза
ул. Ладожская, д. 114, Пенза
ул. Коммунистическая, д. 21, Пенза
ул. Антонова, д. 5е, Пенза
ул. Антонова, д. 5в, Пенза
ул. Мира, д. 67, Пенза
ул. Кижеватова, д. 2, Пенза
ул. Новоселов, д. 110, Пенза
пр-кт. Строителей, д. 74, Пенза
ул. Маресьева, д. 114, Пенза
ул. Одесская, д. 2В, Пенза
ул. Зеленодольская, д. 67, Пенза
ул. Воровского, д. 36а, Пенза
ул. Гладкова, д. 12б, Пенза
ул. Карпинского, д. 24а, Пенза
ул. Минская, д. 4, Пенза
пр-кт. Победы, д. 35.., Пенза
ул. Суворова, д. 144, Пенза
ул. Суворова, д. 140, Пенза
ул. Беляева, д. 29, Пенза
ул. Либерсона, д. 33а, Пенза
ул. Маркина, д. 10/7 Зак№73 28.11.08, Пенза
ул. Мичурина, д. 9 З№169/20 03.11.09, Пенза
ул. Набережная реки Мойки, д. 11 №170/11 18.12.09, Пенза
ул. Менделеева, д. 1/34 №165/3 10.10.09, Пенза
ул. Молодогвардейская, д. 40 З№166/1 20.10.09, Пенза
ул. Свободы, д. 34 з07.06.08 165/41, Пенза
ул. Северная, д. 32 з07.06.08 №165/45, Пенза
ул. Локомотивная, д. 33 з№164/70 20.05.08, Пенза
городок. Военный 2-й, д. 116 163/28от02.07.08, Пенза
ул. Мебельная, д. 13 З.№164/87 20.5.08, Пенза
ул. Мебельная, д. 5 Зак№164/89 20.5.08, Пенза
ул. Мебельная, д. 3 Зак№164/88 20.5.08, Пенза
ул. Мебельная, д. 9 Зак№164/91 20.5.08, Пенза
ул. Московская, д. 102А, Пенза
ул. Московская, д. 102б, Пенза
ул. Чехова, д. 31, Пенза
ул. Мостовая, д. 21/23 164/107 200508, Пенза
ул. Павлушкина, д. 102№165/4 07.06.2008, Пенза
проезд. Лескова 3-й, д. 8 з№164/52 20.05.08, Пенза
ул. Рабочий Порядок, д. 1, Пенза
д. 11, Пенза
ул. Суворова, д. 192А, Пенза
ул. Победы, д. 2, Пенза
ул. Урицкого, д. 53, Пенза
пр-кт. Победы, д. 138, Пенза
пр-кт. Победы, д. 140, Пенза
ул. Гладкова, д. 12Л, Пенза
ул. Сборная, д. 2Б, Пенза
ул. Кураева, д. 25, Пенза
ул. Кураева, д. 39/59В., Пенза
ул. Долгорукова, д. б/н, Пенза
ул. Кронштадтская, д. 2, Пенза
ул. Ухтомского, д. 2б, Пенза
ул. Долгорукова, д. 98, Пенза
ул. Долгорукова, д. 96, Пенза
городок. Военный 2-й, д. 280, Пенза
ул. Литейная, д. 16/1, Пенза
ул. Ставского, д. 48 корп.9, Пенза
ул. Суворова, д. 167 корп 3, Пенза
ул. Суворова, д. 167 корп 4, Пенза
ул. Фрунзе, д. 42, Пенза
ул. Набережная реки Мойки, д. 2, Пенза
проезд. Жемчужный, д. 3, Пенза
проезд. Можайского 3-й, д. 13, Пенза
проезд. Фестивальный 3-й, д. 2, Пенза
проезд. Фестивальный 3-й, д. 4, Пенза
проезд. Фестивальный 3-й, д. 5, Пенза
пр-кт. Строителей, д. 5, Пенза
пр-кт. Строителей, д. 13, Пенза
ул. Воровского, д. 31, Пенза
ул. Дзержинского, д. 33, Пенза
ул. Дорожная, д. 10, к. А, Пенза
ул. Антонова, д. 33, Пенза
ул. Антонова, д. 35, Пенза
ул. Воронова, д. 18, Пенза
ул. Антонова, д. 56, Пенза
ул. Антонова, д. 62, Пенза
ул. Антонова, д. 58, Пенза
ул. Измайлова, д. 125, Пенза
ул. Измайлова, д. 127, Пенза
ул. Измайлова, д. 129, Пенза
ул. Калинина, д. 1, Пенза
ул. Калинина, д. 105 А, Пенза
ул. Кирова, д. 18Б, Пенза
ул. Клары Цеткин, д. 39 А, Пенза
ул. Фабричная, д. 10, Пенза
ул. Красная Горка, д. 36, Пенза
ул. Ладожская, д. 129а, Пенза
ул. Ладожская, д. 51, Пенза
ул. Ладожская, д. 53, Пенза
ул. Ленина, д. 28, Пенза
ул. Лядова, д. 16, Пенза
ул. Лядова, д. 18, Пенза
ул. Лядова, д. 16а, Пенза
ул. Лядова, д. 20, Пенза
ул. Бугровка М., д. 24, Пенза
ул. Металлистов, д. 10/8, Пенза
ул. Мира, д. 49а, Пенза
ул. Новый Кавказ, д. 17, Пенза
ул. Парковая, д. 10, Пенза
ул. Пограничная, д. 38, Пенза
ул. Пограничная, д. 39/5, Пенза
ул. Попова, д. 60, Пенза
ул. Попова, д. 62, Пенза
ул. Пушанина, д. 9б, Пенза
ул. Ряжская, д. 20, Пенза
ул. Ряжская, д. 26, Пенза
ул. Суворова, д. 159, Пенза
ул. Терновского, д. 156, Пенза
ул. Терновского, д. 158, Пенза
ул. Терновского, д. 158Б, Пенза
ул. Терновского, д. 158В, Пенза
ул. Терновского, д. 160А, Пенза
ул. Тарханова, д. 10в, Пенза
ул. Терновского, д. 152, Пенза
ул. Терновского, д. 154, Пенза
ул. 8 Марта, д. 17а, Пенза
ул. Богданова, д. 61, Пенза
ул. Богданова, д. 92, Пенза
ул. Вадинская, д. 33, Пенза
ул. Минская, д. 7, Пенза
ул. Бородина, д. 3, Пенза
ул. Ватутина, д. 2, Пенза
ул. Бригадная, д. 8, Пенза
ул. Кордон Студеный, д. 41, Пенза
ул. Чапаева, д. 91, Пенза
ул. Чапаева, д. 93, Пенза
ул. Чапаева, д. 95, Пенза
ул. Чапаева, д. 107, Пенза
ул. Чапаева, д. 111, Пенза
ул. Чапаева, д. 105, Пенза
ул. Чапаева, д. 123, Пенза
ул. Чапаева, д. 121, Пенза
ул. Чапаева, д. 103, Пенза
ул. Чапаева, д. 113, Пенза
ул. Чапаева, д. 115, Пенза
ул. Чапаева, д. 109, Пенза
ул. Чапаева, д. 97, Пенза
ул. Чапаева, д. 101, Пенза
ул. Чапаева, д. 99, Пенза
ул. Чапаева, д. 119, Пенза
ул. Чапаева, д. 117, Пенза
ул. Чапаева, д. 77, Пенза
ул. Чапаева, д. 73, Пенза
ул. Чапаева, д. 75, Пенза
ул. Новоселов, д. 110, Пенза
ул. Новоселов, д. 115, Пенза
ул. Новоселов, д. 112, Пенза
ул. Новоселов, д. 113, Пенза
ул. Новоселов, д. 114, Пенза
ул. Новоселов, д. 111, Пенза
ул. Сузюмова, д. 5, Пенза
ул. Сузюмова, д. 6, Пенза
ул. Сузюмова, д. 2, Пенза
ул. Сузюмова, д. 7, Пенза
ул. Сузюмова, д. 8, Пенза
ул. Сузюмова, д. 1, Пенза
ул. Сузюмова, д. 4, Пенза
ул. Сузюмова, д. 9, Пенза
ул. Бакунина, д. 80 А, Пенза
ул. Сузюмова, д. 3, Пенза
ул. Сузюмова, д. 10, Пенза
ул. Генерала Глазунова, д. 12, Пенза
ул. Измайлова, д. 68, Пенза
ул. Новоселов, д. 107, Пенза
ул. Новоселов, д. 105, Пенза
ул. Ладожская, д. 124, Пенза
ул. Высокая, д. 1, Пенза
ул. Высокая, д. 3, Пенза
ул. Высокая, д. 11, Пенза
ул. Высокая, д. 9, Пенза
ул. Высокая, д. 4, Пенза
ул. Высокая, д. 8, Пенза
ул. Ново-Казанская, д. 6, к. Б, Пенза
ул. Терешковой, д. 19, Пенза
ул. Тепличная, д. 43, Пенза
проезд. Можайского 3-й, д. 18, Пенза
ул. Плеханова, д. 14, Пенза
ул. Новоселов, д. 101, Пенза
ул. Новоселов, д. 103, Пенза
ул. Суворова, д. 165, Пенза
ул. Ново-Казанская, д. 6А, Пенза
ул. Измайлова, д. 74, Пенза
ул. Измайлова, д. 70, Пенза
ул. Ладожская, д. 148 А, Пенза
городок. Военный, д. 146, Пенза
ул. Куйбышева, д. 10, Пенза
ул. Антонова, д. 5 Г, Пенза
ул. Генерала Глазунова, д. 4, Пенза
ул. Тернопольская, д. 16, Пенза
ул. Антонова, д. 5 Д, Пенза
ул. Тернопольская, д. 14, Пенза
ул. Ладожская, д. 149, Пенза
ул. Ладожская, д. 151, Пенза
ул. Лозицкой, д. 6, Пенза
ул. Лозицкой, д. 8, Пенза
ул. Измайлова, д. 72, Пенза
ул. Кирова, д. 15В, Пенза
ул. Терновского, д. 158Б, Пенза
ул. Суворова, д. 169А, Пенза
ул. Зеленодольская, д. 59А, Пенза
ул. Генерала Глазунова, д. 2, Пенза
ул. Измайлова, д. 72 А, Пенза
ул. Совхоз-техникум, д. 21А, Пенза
ул. Калинина, д. 2, Пенза
ул. Кижеватова, д. 37, Пенза
ул. Антонова, д. 30, Пенза
ул. Тамбовская, д. 1Б, Пенза
ул. Леонова, д. 10, Пенза
ул. Ладожская, д. 162, Пенза
пр-кт. Строителей, д. 21К, Пенза
ул. Кураева, д. 14, к. Б, Пенза
ул. Тепличная, д. 16, Пенза
ул. Новоселов, д. 104, Пенза
ул. Ставского, д. 14, Пенза
ул. Мира, д. 69, Пенза
пр-кт. Победы, д. 96Е, Пенза
городок. Военный, к. 138, Пенза
ул. Галетная, д. 36, к. А, Пенза
ул. Советская, д. 17, Пенза
ул. Мира, д. 44, Пенза
ул. Ударная, д. 22/27, Пенза
ул. Калинина, д. 22 А, Пенза
ул. Антонова, д. 5, к. Л, Пенза
ул. Ладожская, д. 110, Пенза
ул. Ладожская, д. 112Б, Пенза
ул. Ладожская, д. 153, Пенза
ул. Зеленодольская, д. 72, Пенза
проезд. Аргунова, д. 1, Пенза
